T1,T2,Field,NLP PhD 1,Other PhD 1,NLP PhD student 1,NLP PhD student 2,NLP PhD student 3,AI PhD student 1,MS student 1,MS student 2
71,0,T1 Help Understand T2,1,,,1,,,,
71,0,T1 Topic Coherence,3,1,1,2,2,1,,1
71,0,T2 Help Understand T1,1,,,1,,,,
71,0,T2 Topic Coherence,3,3,3,3,3,3,,3
71,110,Similarity,3,,,,,1,,2
71,110,T1 Help Understand T2,1,,,,,1,,1
71,110,T1 Topic Coherence,3,1,1,1,1,2,1,2
71,110,T2 Help Understand T1,2,,,,,1,,3
71,110,T2 Topic Coherence,3,3,3,3,2,2,2,3
72,0,Similarity,,3,3,3,,,,3
72,0,T1 Help Understand T2,,3,3,3,,,,3
72,0,T1 Topic Coherence,,2,2,2,,,1,3
72,0,T2 Help Understand T1,,3,2,3,,,,1
72,0,T2 Topic Coherence,3,3,3,3,3,3,3,3
72,62,Similarity,,,,,,,,3
72,62,T1 Help Understand T2,,,,,,,,2
72,62,T1 Topic Coherence,2,2,2,2,,2,2,3
72,62,T2 Help Understand T1,,,,,,,,3
72,62,T2 Topic Coherence,,1,1,1,,1,1,3
72,131,Similarity,,,,,2,,,2
72,131,T1 Help Understand T2,,,,,2,,,2
72,131,T1 Topic Coherence,,3,1,,2,2,2,3
72,131,T2 Help Understand T1,,,,,2,,,1
72,131,T2 Topic Coherence,,,1,2,2,1,1,2
73,59,Similarity,3,2,2,3,2,3,2,2
73,59,T1 Help Understand T2,2,3,2,3,3,3,3,2
73,59,T1 Topic Coherence,3,3,3,2,2,3,3,3
73,59,T2 Help Understand T1,1,1,1,3,2,3,1,1
73,59,T2 Topic Coherence,3,3,3,3,3,2,3,3
73,191,Similarity,1,2,2,,3,2,2,3
73,191,T1 Help Understand T2,2,2,2,,2,2,2,3
73,191,T1 Topic Coherence,3,3,3,3,3,3,3,3
73,191,T2 Help Understand T1,1,1,1,,2,1,2,1
73,191,T2 Topic Coherence,3,3,3,1,3,3,3,3
74,0,Similarity,3,3,3,2,2,3,3,3
74,0,T1 Help Understand T2,3,3,3,3,2,3,2,3
74,0,T1 Topic Coherence,3,3,2,2,3,3,3,3
74,0,T2 Help Understand T1,1,2,2,2,2,1,3,1
74,0,T2 Topic Coherence,3,3,3,3,3,3,3,3
75,188,Similarity,3,2,1,2,3,,2,3
75,188,T1 Help Understand T2,1,2,1,,2,,2,3
75,188,T1 Topic Coherence,3,2,3,3,3,3,2,2
75,188,T2 Help Understand T1,1,2,1,,3,,1,1
75,188,T2 Topic Coherence,3,2,3,2,3,3,2,3
76,0,Similarity,,,,1,1,,,
76,0,T1 Help Understand T2,,,,1,,,,
76,0,T1 Topic Coherence,,2,1,2,2,1,1,1
76,0,T2 Help Understand T1,,,,1,,,,
76,0,T2 Topic Coherence,3,3,3,3,3,3,3,3
77,270,Similarity,,3,,2,2,3,3,
77,270,T1 Help Understand T2,,2,,2,1,1,3,
77,270,T1 Topic Coherence,3,3,3,2,3,3,3,2
77,270,T2 Help Understand T1,,3,,2,2,3,3,
77,270,T2 Topic Coherence,1,3,1,2,2,3,2,1
78,87,Similarity,3,3,3,,,,,2
78,87,T1 Help Understand T2,3,3,3,,,,,2
78,87,T1 Topic Coherence,3,3,2,,3,3,1,2
78,87,T2 Help Understand T1,3,3,3,,,,,1
78,87,T2 Topic Coherence,2,3,2,,,1,1,2
79,0,Similarity,,,,,,,,
79,0,T1 Help Understand T2,,,,,,,,
79,0,T1 Topic Coherence,1,1,,1,,1,1,
79,0,T2 Help Understand T1,,,,,,,,
79,0,T2 Topic Coherence,3,,3,3,3,3,3,3
80,202,Similarity,,,,2,1,,,2
80,202,T1 Help Understand T2,,1,,,,,,2
80,202,T1 Topic Coherence,,3,,2,2,3,1,2
80,202,T2 Help Understand T1,,2,,,,,,1
80,202,T2 Topic Coherence,3,3,3,3,3,3,1,2
81,0,Similarity,,2,1,1,1,,1,1
81,0,T1 Help Understand T2,,1,1,1,,,1,
81,0,T1 Topic Coherence,1,2,2,2,2,1,2,2
81,0,T2 Help Understand T1,,2,1,1,,,2,
81,0,T2 Topic Coherence,3,2,3,3,3,3,3,3
82,16,Similarity,3,3,3,3,2,3,3,3
82,16,T1 Help Understand T2,3,3,2,3,3,3,2,2
82,16,T1 Topic Coherence,3,3,3,2,3,3,3,3
82,16,T2 Help Understand T1,2,2,3,3,2,3,3,3
82,16,T2 Topic Coherence,3,3,3,3,3,3,2,3
82,55,Similarity,3,3,3,3,3,3,3,3
82,55,T1 Help Understand T2,3,3,3,3,3,3,3,3
82,55,T1 Topic Coherence,3,3,2,2,3,3,3,3
82,55,T2 Help Understand T1,3,3,1,3,3,3,3,3
82,55,T2 Topic Coherence,3,3,3,3,3,3,3,3
82,172,Similarity,3,3,3,3,3,3,3,2
82,172,T1 Help Understand T2,2,3,3,3,3,3,3,2
82,172,T1 Topic Coherence,3,3,3,3,3,3,3,3
82,172,T2 Help Understand T1,3,3,1,3,3,3,3,1
82,172,T2 Topic Coherence,3,3,3,3,3,3,2,2
82,261,Similarity,3,2,3,3,2,3,2,2
82,261,T1 Help Understand T2,1,2,1,2,1,1,2,1
82,261,T1 Topic Coherence,3,3,3,2,3,3,3,3
82,261,T2 Help Understand T1,3,3,3,2,1,3,3,3
82,261,T2 Topic Coherence,3,2,3,3,3,3,2,2
84,0,Similarity,2,,,2,,,3,
84,0,T1 Help Understand T2,1,,,2,,,3,
84,0,T1 Topic Coherence,3,1,,3,2,2,3,1
84,0,T2 Help Understand T1,1,,,1,,,2,
84,0,T2 Topic Coherence,3,3,3,3,3,3,3,3
85,0,Similarity,3,2,3,3,3,3,3,3
85,0,T1 Help Understand T2,3,2,3,3,3,3,2,3
85,0,T1 Topic Coherence,3,3,3,3,3,3,3,3
85,0,T2 Help Understand T1,1,2,2,1,2,1,3,1
85,0,T2 Topic Coherence,3,3,3,3,3,3,3,3
85,191,Similarity,3,3,3,2,2,3,3,3
85,191,T1 Help Understand T2,3,3,3,2,3,3,3,3
85,191,T1 Topic Coherence,3,3,3,2,3,3,3,3
85,191,T2 Help Understand T1,3,3,3,2,2,3,3,2
85,191,T2 Topic Coherence,3,3,3,2,3,3,2,3
87,140,Similarity,,,,,,,2,1
87,140,T1 Help Understand T2,,,,,,,2,
87,140,T1 Topic Coherence,,3,2,2,,2,2,2
87,140,T2 Help Understand T1,,,,,,,2,
87,140,T2 Topic Coherence,,1,,,,3,3,2
87,176,Similarity,3,,,,,,,
87,176,T1 Help Understand T2,3,,,,,,,
87,176,T1 Topic Coherence,3,2,,2,3,3,2,3
87,176,T2 Help Understand T1,2,,,,,,,
87,176,T2 Topic Coherence,2,1,1,1,1,1,1,1
88,0,Similarity,,,1,1,2,,,
88,0,T1 Help Understand T2,,,2,1,1,,,
88,0,T1 Topic Coherence,,1,3,2,2,1,,1
88,0,T2 Help Understand T1,,,1,1,1,,,
88,0,T2 Topic Coherence,3,3,3,3,3,3,,3
88,208,Similarity,,,,1,,,,3
88,208,T1 Help Understand T2,,,,1,,,,1
88,208,T1 Topic Coherence,1,1,2,3,1,1,1,3
88,208,T2 Help Understand T1,,,,1,,,,3
88,208,T2 Topic Coherence,1,1,1,2,,1,3,2
90,92,Similarity,3,3,2,2,3,3,,3
90,92,T1 Help Understand T2,,3,2,2,3,3,,3
90,92,T1 Topic Coherence,2,3,3,2,3,3,1,2
90,92,T2 Help Understand T1,,2,2,2,3,3,,2
90,92,T2 Topic Coherence,2,2,2,2,3,2,3,2
91,228,Similarity,2,,3,2,3,,3,2
91,228,T1 Help Understand T2,1,,1,1,2,,3,1
91,228,T1 Topic Coherence,3,3,3,3,3,1,2,2
91,228,T2 Help Understand T1,3,,3,2,3,,3,2
91,228,T2 Topic Coherence,3,1,3,3,2,1,2,3
92,58,Similarity,,,,2,,,2,
92,58,T1 Help Understand T2,,,,,,,2,
92,58,T1 Topic Coherence,3,2,3,2,3,2,3,2
92,58,T2 Help Understand T1,,,,,,,2,
92,58,T2 Topic Coherence,,,,,,,2,1
95,271,Similarity,1,1,,1,1,,2,1
95,271,T1 Help Understand T2,1,1,,1,,,2,
95,271,T1 Topic Coherence,2,2,1,2,2,1,2,2
95,271,T2 Help Understand T1,1,1,,1,,,2,
95,271,T2 Topic Coherence,3,3,3,3,3,3,3,2
97,0,Similarity,3,2,2,2,3,3,3,2
97,0,T1 Help Understand T2,3,,1,2,2,3,2,2
97,0,T1 Topic Coherence,3,3,3,2,2,3,3,2
97,0,T2 Help Understand T1,2,,2,1,3,2,3,1
97,0,T2 Topic Coherence,3,3,3,3,3,3,3,3
97,189,Similarity,3,3,3,2,3,3,3,3
97,189,T1 Help Understand T2,2,3,3,2,3,3,3,3
97,189,T1 Topic Coherence,3,3,3,2,2,3,3,3
97,189,T2 Help Understand T1,2,3,3,2,3,3,3,1
97,189,T2 Topic Coherence,3,3,3,2,2,3,2,3
98,99,Similarity,2,2,3,3,2,2,3,2
98,99,T1 Help Understand T2,1,1,1,1,2,2,2,1
98,99,T1 Topic Coherence,3,3,3,3,3,2,3,3
98,99,T2 Help Understand T1,2,3,3,3,2,1,3,2
98,99,T2 Topic Coherence,3,3,3,3,3,3,3,3
99,15,Similarity,3,3,3,3,3,3,3,3
99,15,T1 Help Understand T2,3,3,2,3,3,3,3,3
99,15,T1 Topic Coherence,3,3,3,3,3,3,3,3
99,15,T2 Help Understand T1,3,2,3,3,3,3,3,2
99,15,T2 Topic Coherence,3,3,3,3,3,2,3,3
99,243,Similarity,,2,3,3,,,2,3
99,243,T1 Help Understand T2,,3,2,3,,,1,1
99,243,T1 Topic Coherence,3,3,3,3,3,3,3,3
99,243,T2 Help Understand T1,,2,3,3,,,2,2
99,243,T2 Topic Coherence,,3,3,2,3,1,2,2
103,146,Similarity,,3,2,3,3,,,3
103,146,T1 Help Understand T2,,3,2,,3,,,3
103,146,T1 Topic Coherence,1,3,2,2,2,1,1,2
103,146,T2 Help Understand T1,,3,1,,3,,,2
103,146,T2 Topic Coherence,3,3,3,3,3,2,3,2
104,2,Similarity,2,3,2,2,3,3,2,3
104,2,T1 Help Understand T2,2,3,2,1,3,3,2,1
104,2,T1 Topic Coherence,3,3,3,2,3,3,2,3
104,2,T2 Help Understand T1,1,2,1,2,2,1,1,3
104,2,T2 Topic Coherence,3,3,3,3,3,3,3,3
105,229,Similarity,2,2,3,2,2,2,1,3
105,229,T1 Help Understand T2,1,1,2,1,2,1,1,1
105,229,T1 Topic Coherence,2,3,3,2,2,2,3,2
105,229,T2 Help Understand T1,1,2,3,1,2,1,1,2
105,229,T2 Topic Coherence,2,2,3,3,3,3,3,3
106,0,Similarity,1,2,2,3,2,2,2,2
106,0,T1 Help Understand T2,1,,2,3,1,3,2,2
106,0,T1 Topic Coherence,3,3,3,3,3,3,3,2
106,0,T2 Help Understand T1,1,,1,2,1,1,2,1
106,0,T2 Topic Coherence,3,3,3,3,3,3,3,3
106,286,Similarity,3,3,3,3,3,3,3,3
106,286,T1 Help Understand T2,2,3,3,3,3,3,3,3
106,286,T1 Topic Coherence,3,3,3,3,3,3,2,2
106,286,T2 Help Understand T1,3,3,2,3,3,3,3,1
106,286,T2 Topic Coherence,3,3,3,3,3,3,3,2
107,62,Similarity,,,,,,,,2
107,62,T1 Help Understand T2,,,,,,,,2
107,62,T1 Topic Coherence,,2,1,,2,1,1,2
107,62,T2 Help Understand T1,,,,,,,,1
107,62,T2 Topic Coherence,,1,,1,,,1,2
107,72,Similarity,,1,,,2,,,
107,72,T1 Help Understand T2,,1,,,2,,,
107,72,T1 Topic Coherence,,2,2,1,2,,1,2
107,72,T2 Help Understand T1,,1,,,2,,,
107,72,T2 Topic Coherence,,3,,,,2,2,2
107,249,Similarity,,,,,,,,2
107,249,T1 Help Understand T2,,,,,,,,2
107,249,T1 Topic Coherence,,2,2,,2,1,1,2
107,249,T2 Help Understand T1,,,,,,,,1
107,249,T2 Topic Coherence,,1,1,1,,1,1,2
108,111,Similarity,2,2,1,2,3,3,,3
108,111,T1 Help Understand T2,2,1,1,2,3,1,,2
108,111,T1 Topic Coherence,3,3,3,2,3,3,,2
108,111,T2 Help Understand T1,1,2,1,2,2,2,,3
108,111,T2 Topic Coherence,3,3,3,3,3,3,,2
108,140,Similarity,,3,,,,3,3,2
108,140,T1 Help Understand T2,,3,,,,2,3,1
108,140,T1 Topic Coherence,3,3,3,3,3,3,3,3
108,140,T2 Help Understand T1,,2,,,,2,3,2
108,140,T2 Topic Coherence,,3,,,,3,3,2
111,160,Similarity,3,3,3,2,3,3,2,3
111,160,T1 Help Understand T2,3,3,2,2,3,3,3,3
111,160,T1 Topic Coherence,3,3,3,3,3,3,2,3
111,160,T2 Help Understand T1,1,3,3,3,3,3,2,2
111,160,T2 Topic Coherence,3,3,3,3,3,3,3,3
112,118,Similarity,2,3,3,2,2,2,3,
112,118,T1 Help Understand T2,2,3,3,2,2,3,3,2
112,118,T1 Topic Coherence,3,3,3,3,3,3,3,2
112,118,T2 Help Understand T1,1,2,1,1,2,1,2,1
112,118,T2 Topic Coherence,3,3,3,3,3,3,3,3
117,2,Similarity,,,2,3,2,,,2
117,2,T1 Help Understand T2,,,2,1,2,,,2
117,2,T1 Topic Coherence,,,3,2,3,,1,2
117,2,T2 Help Understand T1,,,1,3,3,,,1
117,2,T2 Topic Coherence,3,3,3,3,3,3,3,3
117,43,Similarity,,,3,2,3,,,
117,43,T1 Help Understand T2,,,1,3,2,,,
117,43,T1 Topic Coherence,,,3,2,3,2,1,1
117,43,T2 Help Understand T1,,,3,2,2,,,
117,43,T2 Topic Coherence,3,3,3,3,3,3,1,3
117,252,Similarity,,,,2,2,,,
117,252,T1 Help Understand T2,,,,2,1,,,
117,252,T1 Topic Coherence,,,1,2,3,,1,1
117,252,T2 Help Understand T1,,,,2,2,,,
117,252,T2 Topic Coherence,3,3,3,2,3,3,2,3
117,281,Similarity,,,1,3,2,,,
117,281,T1 Help Understand T2,,,1,3,2,,,
117,281,T1 Topic Coherence,,,2,2,3,,1,1
117,281,T2 Help Understand T1,,,1,3,2,,,
117,281,T2 Topic Coherence,3,,3,2,2,3,2,2
118,68,Similarity,3,,3,3,3,,2,3
118,68,T1 Help Understand T2,1,,1,3,2,,2,1
118,68,T1 Topic Coherence,3,3,3,3,3,2,3,3
118,68,T2 Help Understand T1,3,,3,3,3,,2,2
118,68,T2 Topic Coherence,3,2,3,2,3,2,3,2
118,73,Similarity,2,2,1,2,2,2,2,1
118,73,T1 Help Understand T2,1,1,1,1,1,1,2,1
118,73,T1 Topic Coherence,3,3,3,3,3,3,3,3
118,73,T2 Help Understand T1,2,2,2,2,1,1,3,2
118,73,T2 Topic Coherence,3,3,3,3,3,3,2,3
119,25,Similarity,3,3,2,2,3,,3,2
119,25,T1 Help Understand T2,1,2,1,1,2,,3,1
119,25,T1 Topic Coherence,3,3,3,3,3,2,3,2
119,25,T2 Help Understand T1,3,3,2,2,3,,3,2
119,25,T2 Topic Coherence,3,3,3,3,3,3,3,2
119,82,Similarity,3,3,2,2,2,,3,2
119,82,T1 Help Understand T2,2,3,1,1,2,,3,2
119,82,T1 Topic Coherence,3,3,3,2,3,2,3,3
119,82,T2 Help Understand T1,3,1,2,2,2,,3,1
119,82,T2 Topic Coherence,3,3,3,2,3,3,3,3
119,172,Similarity,3,2,2,2,2,,3,2
119,172,T1 Help Understand T2,1,2,1,2,2,,3,1
119,172,T1 Topic Coherence,3,3,3,3,3,2,3,3
119,172,T2 Help Understand T1,2,2,2,2,3,,2,2
119,172,T2 Topic Coherence,3,3,3,3,3,3,2,3
120,232,Similarity,,3,,2,3,3,,3
120,232,T1 Help Understand T2,,3,,2,3,3,,2
120,232,T1 Topic Coherence,1,3,1,2,3,3,1,2
120,232,T2 Help Understand T1,,3,,2,3,3,,2
120,232,T2 Topic Coherence,3,3,3,2,3,3,3,3
124,266,Similarity,,,2,,,,,
124,266,T1 Help Understand T2,,,1,,,,,
124,266,T1 Topic Coherence,,1,2,1,2,1,,
124,266,T2 Help Understand T1,,,2,,,,,
124,266,T2 Topic Coherence,3,3,2,3,3,3,,2
126,92,Similarity,3,,,,,,,
126,92,T1 Help Understand T2,2,,,,,,,
126,92,T1 Topic Coherence,2,1,1,1,1,1,1,1
126,92,T2 Help Understand T1,3,,,,,,,
126,92,T2 Topic Coherence,3,,2,2,3,2,3,2
126,204,Similarity,3,,,,,,,
126,204,T1 Help Understand T2,2,,,,,,,
126,204,T1 Topic Coherence,2,1,1,1,1,1,1,1
126,204,T2 Help Understand T1,2,,,,,,,
126,204,T2 Topic Coherence,2,2,1,1,1,1,2,2
128,67,Similarity,1,,2,,2,,,
128,67,T1 Help Understand T2,1,,2,,1,,,
128,67,T1 Topic Coherence,2,1,2,,3,1,1,1
128,67,T2 Help Understand T1,,,1,,2,,,
128,67,T2 Topic Coherence,3,3,2,3,3,3,3,2
130,2,Similarity,1,2,,1,,,2,2
130,2,T1 Help Understand T2,1,1,,1,,,2,2
130,2,T1 Topic Coherence,2,2,,2,,1,2,2
130,2,T2 Help Understand T1,1,2,,1,,,2,1
130,2,T2 Topic Coherence,3,3,3,3,3,3,3,3
131,107,Similarity,,,,1,2,,,2
131,107,T1 Help Understand T2,,1,,1,2,,,1
131,107,T1 Topic Coherence,,2,,2,2,,1,2
131,107,T2 Help Understand T1,,2,,1,2,,,2
131,107,T2 Topic Coherence,,2,2,2,2,1,1,2
131,175,Similarity,,,,1,,,,2
131,175,T1 Help Understand T2,,,,1,,,,1
131,175,T1 Topic Coherence,,2,1,2,2,1,1,2
131,175,T2 Help Understand T1,,,,1,,,,2
131,175,T2 Topic Coherence,,1,,2,2,,1,2
131,249,T1 Topic Coherence,,2,,2,2,1,1,3
131,249,T2 Topic Coherence,,1,1,1,,1,1,
134,172,Similarity,3,2,3,2,3,3,3,3
134,172,T1 Help Understand T2,3,2,3,3,3,3,3,3
134,172,T1 Topic Coherence,3,3,3,3,3,3,2,2
134,172,T2 Help Understand T1,2,1,1,1,3,1,2,1
134,172,T2 Topic Coherence,3,2,3,3,3,3,2,3
142,257,Similarity,3,2,2,,2,2,2,
142,257,T1 Help Understand T2,1,2,1,,1,1,1,
142,257,T1 Topic Coherence,3,3,2,1,2,2,3,
142,257,T2 Help Understand T1,3,1,2,,3,2,3,
142,257,T2 Topic Coherence,3,2,3,2,2,3,2,2
148,256,Similarity,3,2,,,2,3,3,2
148,256,T1 Help Understand T2,3,2,,,3,2,3,2
148,256,T1 Topic Coherence,3,2,,,2,2,2,2
148,256,T2 Help Understand T1,1,2,,,2,3,3,1
148,256,T2 Topic Coherence,3,3,3,2,3,3,2,3
149,2,Similarity,1,2,1,2,,,2,1
149,2,T1 Help Understand T2,1,1,1,1,,,2,
149,2,T1 Topic Coherence,2,3,2,2,1,1,3,2
149,2,T2 Help Understand T1,1,2,1,2,,,1,
149,2,T2 Topic Coherence,3,3,3,3,3,3,3,3
149,202,Similarity,3,3,3,3,2,3,,2
149,202,T1 Help Understand T2,2,2,3,2,2,1,,1
149,202,T1 Topic Coherence,2,3,3,3,2,3,3,2
149,202,T2 Help Understand T1,2,3,2,3,3,3,,2
149,202,T2 Topic Coherence,3,3,3,3,3,3,1,2
149,234,Similarity,3,3,2,3,,3,3,3
149,234,T1 Help Understand T2,1,3,1,3,,1,3,2
149,234,T1 Topic Coherence,2,3,2,3,1,2,3,2
149,234,T2 Help Understand T1,2,2,2,3,,1,3,1
149,234,T2 Topic Coherence,3,3,3,3,3,3,3,3
150,97,Similarity,2,2,2,1,2,2,,
150,97,T1 Help Understand T2,2,2,2,1,1,1,,
150,97,T1 Topic Coherence,3,3,3,2,3,3,1,1
150,97,T2 Help Understand T1,1,2,1,1,1,1,,
150,97,T2 Topic Coherence,2,3,3,2,3,3,3,2
155,4,Similarity,3,2,3,,3,3,,
155,4,T1 Help Understand T2,3,2,2,,2,,,
155,4,T1 Topic Coherence,3,2,2,2,2,3,1,2
155,4,T2 Help Understand T1,,2,3,,2,,,
155,4,T2 Topic Coherence,3,2,3,,3,2,1,
158,102,Similarity,,,,,,,2,
158,102,T1 Help Understand T2,,,,,,,2,
158,102,T1 Topic Coherence,3,3,3,2,3,3,3,3
158,102,T2 Help Understand T1,,,,,,,2,
158,102,T2 Topic Coherence,1,1,1,1,1,1,2,1
158,181,Similarity,2,2,1,1,3,,,2
158,181,T1 Help Understand T2,3,2,1,1,3,,,1
158,181,T1 Topic Coherence,3,3,3,2,3,3,,2
158,181,T2 Help Understand T1,2,1,1,1,2,,,2
158,181,T2 Topic Coherence,2,3,2,2,3,3,,3
158,256,Similarity,3,2,2,,3,,1,3
158,256,T1 Help Understand T2,3,2,2,,3,,1,1
158,256,T1 Topic Coherence,3,3,3,1,3,3,3,3
158,256,T2 Help Understand T1,2,2,1,,2,,1,3
158,256,T2 Topic Coherence,3,3,3,,3,3,2,3
158,265,Similarity,2,2,,,,,3,2
158,265,T1 Help Understand T2,2,,,,,,3,2
158,265,T1 Topic Coherence,3,3,3,1,3,3,3,2
158,265,T2 Help Understand T1,2,,,,,,2,1
158,265,T2 Topic Coherence,3,3,2,2,,,2,3
159,234,Similarity,3,3,2,3,3,1,,2
159,234,T1 Help Understand T2,1,2,2,2,2,1,,2
159,234,T1 Topic Coherence,3,3,3,2,3,3,1,3
159,234,T2 Help Understand T1,1,3,2,2,1,1,,1
159,234,T2 Topic Coherence,3,3,3,3,3,3,2,3
162,211,Similarity,,,,,,,,2
162,211,T1 Help Understand T2,,,,,,,,2
162,211,T1 Topic Coherence,,1,,,,1,1,2
162,211,T2 Help Understand T1,,,,,,,,1
162,211,T2 Topic Coherence,2,,1,2,2,1,1,3
164,2,T1 Topic Coherence,1,1,,,1,,1,1
164,2,T2 Topic Coherence,3,3,3,3,3,3,3,3
166,136,Similarity,,2,,,,,,1
166,136,T1 Help Understand T2,,1,,,,,,
166,136,T1 Topic Coherence,3,3,3,1,2,2,2,2
166,136,T2 Help Understand T1,,1,,,,,,
166,136,T2 Topic Coherence,,2,2,1,,,1,2
168,142,Similarity,3,3,3,3,3,2,3,2
168,142,T1 Help Understand T2,2,3,3,3,2,2,3,2
168,142,T1 Topic Coherence,3,3,3,3,3,3,3,3
168,142,T2 Help Understand T1,2,3,1,3,2,,3,2
168,142,T2 Topic Coherence,3,3,3,2,2,2,2,2
169,91,Similarity,2,3,3,2,3,3,3,1
169,91,T1 Help Understand T2,2,2,2,2,3,3,2,
169,91,T1 Topic Coherence,3,3,3,3,3,2,3,2
169,91,T2 Help Understand T1,2,3,3,1,3,3,3,
169,91,T2 Topic Coherence,3,3,3,3,3,2,2,2
170,104,Similarity,3,3,3,3,3,3,,1
170,104,T1 Help Understand T2,3,3,3,3,3,3,,
170,104,T1 Topic Coherence,2,3,3,2,3,3,1,2
170,104,T2 Help Understand T1,2,2,1,3,3,1,,
170,104,T2 Topic Coherence,3,2,3,2,2,3,1,2
172,22,Similarity,,2,3,3,3,2,2,2
172,22,T1 Help Understand T2,,,1,1,3,1,1,1
172,22,T1 Topic Coherence,3,3,3,3,3,3,2,2
172,22,T2 Help Understand T1,,,3,3,3,2,3,2
172,22,T2 Topic Coherence,3,3,3,3,3,3,2,2
172,25,Similarity,3,3,3,3,3,3,3,3
172,25,T1 Help Understand T2,2,1,2,2,3,3,2,1
172,25,T1 Topic Coherence,3,3,3,3,3,3,3,2
172,25,T2 Help Understand T1,3,3,3,3,3,2,3,3
172,25,T2 Topic Coherence,3,3,3,3,3,3,2,2
172,217,Similarity,2,2,3,3,3,2,1,
172,217,T1 Help Understand T2,1,1,3,3,3,1,1,
172,217,T1 Topic Coherence,3,3,3,3,3,3,3,2
172,217,T2 Help Understand T1,2,2,2,2,2,2,1,
172,217,T2 Topic Coherence,2,2,3,3,3,3,3,
172,261,Similarity,3,2,3,3,2,3,3,2
172,261,T1 Help Understand T2,2,1,1,2,2,1,2,1
172,261,T1 Topic Coherence,3,3,3,3,3,3,3,3
172,261,T2 Help Understand T1,3,2,3,2,2,3,3,2
172,261,T2 Topic Coherence,3,3,3,2,2,2,3,2
174,271,Similarity,,1,1,,2,,,2
174,271,T1 Help Understand T2,,1,1,,2,,,1
174,271,T1 Topic Coherence,3,3,2,1,3,1,1,2
174,271,T2 Help Understand T1,,1,1,,2,,,2
174,271,T2 Topic Coherence,3,3,3,3,3,3,3,2
175,62,Similarity,,,,,,,,2
175,62,T1 Help Understand T2,,,,,,,,2
175,62,T1 Topic Coherence,2,1,2,1,2,,1,2
175,62,T2 Help Understand T1,,,,,,,,1
175,62,T2 Topic Coherence,,1,,1,,,1,2
175,72,Similarity,,,,,,,,2
175,72,T1 Help Understand T2,,,,,,,,2
175,72,T1 Topic Coherence,,2,1,,2,,1,2
175,72,T2 Help Understand T1,,,,,,,,1
175,72,T2 Topic Coherence,,2,,1,,2,2,3
175,107,Similarity,,,1,,,,,2
175,107,T1 Help Understand T2,,,1,,,,,1
175,107,T1 Topic Coherence,,1,2,1,2,1,1,2
175,107,T2 Help Understand T1,,,1,,,,,2
175,107,T2 Topic Coherence,,2,3,,2,1,1,2
176,0,Similarity,2,,,,,,,
176,0,T1 Help Understand T2,1,,,,,,,
176,0,T1 Topic Coherence,2,,1,1,,1,1,1
176,0,T2 Help Understand T1,1,,,,,,,
176,0,T2 Topic Coherence,3,3,3,3,3,3,3,3
179,85,Similarity,1,2,,2,,,,
179,85,T1 Help Understand T2,1,2,,1,,,,
179,85,T1 Topic Coherence,2,2,1,2,,,1,1
179,85,T2 Help Understand T1,1,2,,2,,,,
179,85,T2 Topic Coherence,3,3,3,3,3,3,3,3
182,271,Similarity,1,,2,2,2,,1,2
182,271,T1 Help Understand T2,1,,1,1,1,,1,1
182,271,T1 Topic Coherence,2,3,2,2,3,1,2,2
182,271,T2 Help Understand T1,1,,2,2,2,,1,2
182,271,T2 Topic Coherence,3,3,2,3,3,3,3,3
186,56,Similarity,3,3,3,2,3,3,,3
186,56,T1 Help Understand T2,,3,2,1,3,3,,1
186,56,T1 Topic Coherence,3,3,2,2,3,2,1,2
186,56,T2 Help Understand T1,,3,3,2,2,3,,3
186,56,T2 Topic Coherence,2,3,3,2,3,3,3,2
187,127,Similarity,,2,3,,,,,2
187,127,T1 Help Understand T2,,,3,,,,,2
187,127,T1 Topic Coherence,,3,3,2,,,3,2
187,127,T2 Help Understand T1,,,2,,,,,1
187,127,T2 Topic Coherence,2,2,3,2,2,1,1,2
187,158,Similarity,,3,,,3,,2,2
187,158,T1 Help Understand T2,,2,,,3,,1,
187,158,T1 Topic Coherence,,3,2,,3,,3,2
187,158,T2 Help Understand T1,,2,,,3,,2,3
187,158,T2 Topic Coherence,3,3,3,2,3,,2,
189,158,Similarity,,,2,,3,2,2,2
189,158,T1 Help Understand T2,3,,1,,2,,1,1
189,158,T1 Topic Coherence,3,3,3,1,3,2,2,3
189,158,T2 Help Understand T1,2,,2,,3,,3,3
189,158,T2 Topic Coherence,3,3,3,1,3,3,2,3
189,214,Similarity,,,,,,,,2
189,214,T1 Help Understand T2,,,,,,,,2
189,214,T1 Topic Coherence,3,3,2,2,3,2,2,3
189,214,T2 Help Understand T1,,,,,,,,1
189,214,T2 Topic Coherence,1,2,,1,,1,1,2
189,232,Similarity,3,3,3,,3,3,2,2
189,232,T1 Help Understand T2,2,3,3,,3,2,1,1
189,232,T1 Topic Coherence,3,3,3,1,3,3,2,2
189,232,T2 Help Understand T1,2,3,3,,3,2,2,3
189,232,T2 Topic Coherence,3,3,3,3,3,3,3,3
189,242,Similarity,,,,,,,,2
189,242,T1 Help Understand T2,,,,,,,,1
189,242,T1 Topic Coherence,3,3,2,1,2,2,2,3
189,242,T2 Help Understand T1,,,,,,,,2
189,242,T2 Topic Coherence,,,,1,,,1,2
189,256,Similarity,3,3,2,2,3,3,3,3
